Index,m:s.ms.us,Dur,Len,Err,PID,CRC,Packet,Packet Data
53886,00:29.407.610,98.85 us,,,,,[5 IN/NAK],
53887,00:29.407.735,103.68 us,,,,,[5 IN/NAK],
53888,00:29.407.864,98.97 us,,,,,[5 IN/NAK],
53889,00:29.407.985,84.93 us,,,,,[4 IN/NAK],
53890,00:29.408.109,98.85 us,,,,,[5 IN/NAK],
53891,00:29.408.234,103.68 us,,,,,[5 IN/NAK],
53892,00:29.408.363,103.95 us,,,,,[5 IN/NAK],
53893,00:29.408.493,78.00 us,,,,,[4 IN/NAK],
53894,00:29.408.608,98.83 us,,,,,[5 IN/NAK],
53895,00:29.408.733,103.68 us,,,,,[5 IN/NAK],
53896,00:29.408.862,98.95 us,,,,,[5 IN/NAK],
53897,00:29.408.983,84.90 us,,,,,[4 IN/NAK],
53898,00:29.409.107,98.88 us,,,,,[5 IN/NAK],
53899,00:29.409.232,103.67 us,,,,,[5 IN/NAK],
53900,00:29.409.361,103.93 us,,,,,[5 IN/NAK],
53901,00:29.409.491,78.00 us,,,,,[4 IN/NAK],
53902,00:29.409.606,98.85 us,,,,,[5 IN/NAK],
53903,00:29.409.731,103.70 us,,,,,[5 IN/NAK],
53904,00:29.409.860,98.95 us,,,,,[5 IN/NAK],
53905,00:29.409.981,84.88 us,,,,,[4 IN/NAK],
53906,00:29.410.105,98.88 us,,,,,[5 IN/NAK],
53907,00:29.410.230,103.70 us,,,,,[5 IN/NAK],
53908,00:29.410.359,103.93 us,,,,,[5 IN/NAK],
53909,00:29.410.489,78.00 us,,,,,[4 IN/NAK],
53910,00:29.410.604,98.85 us,,,,,[5 IN/NAK],
53911,00:29.410.729,103.72 us,,,,,[5 IN/NAK],
53912,00:29.410.859,98.95 us,,,,,[5 IN/NAK],
53913,00:29.410.979,84.92 us,,,,,[4 IN/NAK],
53914,00:29.411.103,98.90 us,,,,,[5 IN/NAK],
53915,00:29.411.228,103.67 us,,,,,[5 IN/NAK],
53916,00:29.411.358,103.93 us,,,,,[5 IN/NAK],
53917,00:29.411.487,78.00 us,,,,,[4 IN/NAK],
53918,00:29.411.602,98.87 us,,,,,[5 IN/NAK],
53919,00:29.411.727,103.65 us,,,,,[5 IN/NAK],
53920,00:29.411.857,98.95 us,,,,,[5 IN/NAK],
53921,00:29.411.978,83.98 us,,,,,[4 IN/NAK],
53922,00:29.412.101,98.88 us,,,,,[5 IN/NAK],
53923,00:29.412.226,103.68 us,,,,,[5 IN/NAK],
53924,00:29.412.356,103.92 us,,,,,[5 IN/NAK],
53925,00:29.412.486,78.02 us,,,,,[4 IN/NAK],
53926,00:29.412.600,98.88 us,,,,,[5 IN/NAK],
53927,00:29.412.725,103.67 us,,,,,[5 IN/NAK],
53928,00:29.412.855,98.98 us,,,,,[5 IN/NAK],
53929,00:29.412.976,84.90 us,,,,,[4 IN/NAK],
53930,00:29.413.100,98.85 us,,,,,[5 IN/NAK],
53931,00:29.413.225,103.70 us,,,,,[5 IN/NAK],
53932,00:29.413.354,103.95 us,,,,,[5 IN/NAK],
53933,00:29.413.484,78.00 us,,,,,[4 IN/NAK],
53934,00:29.413.599,98.90 us,,,,,[5 IN/NAK],
53935,00:29.413.724,103.65 us,,,,,[5 IN/NAK],
53936,00:29.413.853,98.97 us,,,,,[5 IN/NAK],
53937,00:29.413.974,84.92 us,,,,,[4 IN/NAK],
53938,00:29.414.098,98.85 us,,,,,[5 IN/NAK],
53939,00:29.414.223,103.68 us,,,,,[5 IN/NAK],
53940,00:29.414.352,103.97 us,,,,,[5 IN/NAK],
53941,00:29.414.482,77.98 us,,,,,[4 IN/NAK],
53942,00:29.414.597,98.88 us,,,,,[5 IN/NAK],
53943,00:29.414.722,103.68 us,,,,,[5 IN/NAK],
53944,00:29.414.851,98.93 us,,,,,[5 IN/NAK],
53945,00:29.414.972,84.92 us,,,,,[4 IN/NAK],
53946,00:29.415.096,98.83 us,,,,,[5 IN/NAK],
53947,00:29.415.221,103.68 us,,,,,[5 IN/NAK],
53948,00:29.415.350,103.98 us,,,,,[5 IN/NAK],
53949,00:29.415.480,77.97 us,,,,,[4 IN/NAK],
53950,00:29.415.595,98.85 us,,,,,[5 IN/NAK],
53951,00:29.415.720,103.70 us,,,,,[5 IN/NAK],
53952,00:29.415.849,98.92 us,,,,,[5 IN/NAK],
53953,00:29.415.970,84.92 us,,,,,[4 IN/NAK],
53954,00:29.416.094,98.85 us,,,,,[5 IN/NAK],
53955,00:29.416.219,103.67 us,,,,,[5 IN/NAK],
53956,00:29.416.349,103.98 us,,,,,[5 IN/NAK],
53957,00:29.416.478,77.97 us,,,,,[4 IN/NAK],
53958,00:29.416.593,98.87 us,,,,,[5 IN/NAK],
53959,00:29.416.718,103.70 us,,,,,[5 IN/NAK],
53960,00:29.416.848,98.92 us,,,,,[5 IN/NAK],
53961,00:29.416.968,84.93 us,,,,,[4 IN/NAK],
53962,00:29.417.092,98.90 us,,,,,[5 IN/NAK],
53963,00:29.417.217,103.67 us,,,,,[5 IN/NAK],
53964,00:29.417.347,103.95 us,,,,,[5 IN/NAK],
53965,00:29.417.476,78.00 us,,,,,[4 IN/NAK],
53966,00:29.417.591,98.85 us,,,,,[5 IN/NAK],
53967,00:29.417.716,103.65 us,,,,,[5 IN/NAK],
53968,00:29.417.846,98.95 us,,,,,[5 IN/NAK],
53969,00:29.417.967,84.90 us,,,,,[4 IN/NAK],
53970,00:29.418.090,98.88 us,,,,,[5 IN/NAK],
53971,00:29.418.215,103.67 us,,,,,[5 IN/NAK],
53972,00:29.418.345,103.97 us,,,,,[5 IN/NAK],
53973,00:29.418.475,78.00 us,,,,,[4 IN/NAK],
53974,00:29.418.589,98.87 us,,,,,[5 IN/NAK],
53975,00:29.418.714,103.65 us,,,,,[5 IN/NAK],
53976,00:29.418.844,98.97 us,,,,,[5 IN/NAK],
53977,00:29.418.965,84.88 us,,,,,[4 IN/NAK],
53978,00:29.419.088,98.87 us,,,,,[5 IN/NAK],
53979,00:29.419.213,103.67 us,,,,,[5 IN/NAK],
53980,00:29.419.343,103.92 us,,,,,[5 IN/NAK],
53981,00:29.419.473,78.00 us,,,,,[4 IN/NAK],
53982,00:29.419.588,98.85 us,,,,,[5 IN/NAK],
53983,00:29.419.712,103.67 us,,,,,[5 IN/NAK],
53984,00:29.419.842,98.98 us,,,,,[5 IN/NAK],
53985,00:29.419.964,83.98 us,,,,,[4 IN/NAK],
53986,00:29.420.087,98.87 us,,,,,[5 IN/NAK],
53987,00:29.420.212,103.68 us,,,,,[5 IN/NAK],
53988,00:29.420.341,103.92 us,,,,,[5 IN/NAK],
53989,00:29.420.471,78.00 us,,,,,[4 IN/NAK],
53990,00:29.420.586,98.87 us,,,,,[5 IN/NAK],
53991,00:29.420.711,103.67 us,,,,,[5 IN/NAK],
53992,00:29.420.840,98.95 us,,,,,[5 IN/NAK],
53993,00:29.420.961,84.93 us,,,,,[4 IN/NAK],
53994,00:29.421.085,98.87 us,,,,,[5 IN/NAK],
53995,00:29.421.210,103.67 us,,,,,[5 IN/NAK],
53996,00:29.421.339,103.92 us,,,,,[5 IN/NAK],
53997,00:29.421.469,77.98 us,,,,,[4 IN/NAK],
53998,00:29.421.584,98.90 us,,,,,[5 IN/NAK],
53999,00:29.421.709,103.65 us,,,,,[5 IN/NAK],
54000,00:29.421.838,98.90 us,,,,,[5 IN/NAK],
54001,00:29.421.959,84.92 us,,,,,[4 IN/NAK],
54002,00:29.422.083,98.87 us,,,,,[5 IN/NAK],
54003,00:29.422.208,103.70 us,,,,,[5 IN/NAK],
54004,00:29.422.337,103.95 us,,,,,[5 IN/NAK],
54005,00:29.422.467,77.98 us,,,,,[4 IN/NAK],
54006,00:29.422.582,98.87 us,,,,,[5 IN/NAK],
54007,00:29.422.707,103.67 us,,,,,[5 IN/NAK],
54008,00:29.422.836,98.93 us,,,,,[5 IN/NAK],
54009,00:29.422.957,84.92 us,,,,,[4 IN/NAK],
54010,00:29.423.081,98.82 us,,,,,[5 IN/NAK],
54011,00:29.423.206,103.68 us,,,,,[5 IN/NAK],
54012,00:29.423.335,103.95 us,,,,,[5 IN/NAK],
54013,00:29.423.465,78.00 us,,,,,[4 IN/NAK],
54014,00:29.423.580,98.87 us,,,,,[5 IN/NAK],
54015,00:29.423.705,103.67 us,,,,,[5 IN/NAK],
54016,00:29.423.835,98.95 us,,,,,[5 IN/NAK],
54017,00:29.423.955,84.90 us,,,,,[4 IN/NAK],
54018,00:29.424.079,98.83 us,,,,,[5 IN/NAK],
54019,00:29.424.204,103.67 us,,,,,[5 IN/NAK],
54020,00:29.424.334,103.97 us,,,,,[5 IN/NAK],
54021,00:29.424.463,77.95 us,,,,,[4 IN/NAK],
54022,00:29.424.578,98.87 us,,,,,[5 IN/NAK],
54023,00:29.424.703,103.70 us,,,,,[5 IN/NAK],
54024,00:29.424.833,98.97 us,,,,,[5 IN/NAK],
54025,00:29.424.954,84.92 us,,,,,[4 IN/NAK],
54026,00:29.425.077,98.88 us,,,,,[5 IN/NAK],
54027,00:29.425.202,103.65 us,,,,,[5 IN/NAK],
54028,00:29.425.332,104.00 us,,,,,[5 IN/NAK],
54029,00:29.425.462,77.98 us,,,,,[4 IN/NAK],
54030,00:29.425.576,98.83 us,,,,,[5 IN/NAK],
54031,00:29.425.701,103.73 us,,,,,[5 IN/NAK],
54032,00:29.425.831,98.93 us,,,,,[5 IN/NAK],
54033,00:29.425.952,84.90 us,,,,,[4 IN/NAK],
54034,00:29.426.076,98.90 us,,,,,[5 IN/NAK],
54035,00:29.426.201,103.67 us,,,,,[5 IN/NAK],
54036,00:29.426.330,103.95 us,,,,,[5 IN/NAK],
54037,00:29.426.460,78.00 us,,,,,[4 IN/NAK],
54038,00:29.426.575,98.85 us,,,,,[5 IN/NAK],
54039,00:29.426.700,103.70 us,,,,,[5 IN/NAK],
54040,00:29.426.829,98.92 us,,,,,[5 IN/NAK],
54041,00:29.426.950,84.88 us,,,,,[4 IN/NAK],
54042,00:29.427.074,98.88 us,,,,,[5 IN/NAK],
54043,00:29.427.199,103.63 us,,,,,[5 IN/NAK],
54044,00:29.427.328,103.90 us,,,,,[5 IN/NAK],
54045,00:29.427.458,78.02 us,,,,,[4 IN/NAK],
54046,00:29.427.573,98.85 us,,,,,[5 IN/NAK],
54047,00:29.427.698,103.68 us,,,,,[5 IN/NAK],
54048,00:29.427.827,98.97 us,,,,,[5 IN/NAK],
54049,00:29.427.949,84.02 us,,,,,[4 IN/NAK],
54050,00:29.428.072,98.88 us,,,,,[5 IN/NAK],
54051,00:29.428.197,103.67 us,,,,,[5 IN/NAK],
54052,00:29.428.326,103.93 us,,,,,[5 IN/NAK],
54053,00:29.428.456,78.00 us,,,,,[4 IN/NAK],
54054,00:29.428.571,98.88 us,,,,,[5 IN/NAK],
54055,00:29.428.696,103.65 us,,,,,[5 IN/NAK],
54056,00:29.428.825,98.97 us,,,,,[5 IN/NAK],
54057,00:29.428.946,84.88 us,,,,,[4 IN/NAK],
54058,00:29.429.070,98.88 us,,,,,[5 IN/NAK],
54059,00:29.429.195,103.67 us,,,,,[5 IN/NAK],
54060,00:29.429.325,103.93 us,,,,,[5 IN/NAK],
54061,00:29.429.454,78.00 us,,,,,[4 IN/NAK],
54062,00:29.429.569,98.88 us,,,,,[5 IN/NAK],
54063,00:29.429.694,103.68 us,,,,,[5 IN/NAK],
54064,00:29.429.824,98.97 us,,,,,[5 IN/NAK],
54065,00:29.429.944,84.93 us,,,,,[4 IN/NAK],
54066,00:29.430.068,98.85 us,,,,,[5 IN/NAK],
54067,00:29.430.193,103.68 us,,,,,[5 IN/NAK],
54068,00:29.430.323,103.98 us,,,,,[5 IN/NAK],
54069,00:29.430.452,77.98 us,,,,,[4 IN/NAK],
54070,00:29.430.567,98.85 us,,,,,[5 IN/NAK],
54071,00:29.430.692,103.67 us,,,,,[5 IN/NAK],
54072,00:29.430.822,98.93 us,,,,,[5 IN/NAK],
54073,00:29.430.943,84.92 us,,,,,[4 IN/NAK],
54074,00:29.431.066,98.83 us,,,,,[5 IN/NAK],
54075,00:29.431.191,103.68 us,,,,,[5 IN/NAK],
54076,00:29.431.321,103.98 us,,,,,[5 IN/NAK],
54077,00:29.431.451,77.95 us,,,,,[4 IN/NAK],
54078,00:29.431.565,98.87 us,,,,,[5 IN/NAK],
54079,00:29.431.690,103.68 us,,,,,[5 IN/NAK],
54080,00:29.431.820,98.93 us,,,,,[5 IN/NAK],
54081,00:29.431.941,84.92 us,,,,,[4 IN/NAK],
54082,00:29.432.065,98.85 us,,,,,[5 IN/NAK],
54083,00:29.432.189,103.70 us,,,,,[5 IN/NAK],
54084,00:29.432.319,103.97 us,,,,,[5 IN/NAK],
54085,00:29.432.449,77.95 us,,,,,[4 IN/NAK],
54086,00:29.432.564,98.90 us,,,,,[5 IN/NAK],
54087,00:29.432.689,103.70 us,,,,,[5 IN/NAK],
54088,00:29.432.818,98.95 us,,,,,[5 IN/NAK],
54089,00:29.432.939,84.92 us,,,,,[4 IN/NAK],
54090,00:29.433.063,98.87 us,,,,,[5 IN/NAK],
54091,00:29.433.188,103.68 us,,,,,[5 IN/NAK],
54092,00:29.433.317,103.95 us,,,,,[5 IN/NAK],
54093,00:29.433.447,77.98 us,,,,,[4 IN/NAK],
54094,00:29.433.562,98.90 us,,,,,[5 IN/NAK],
54095,00:29.433.687,103.67 us,,,,,[5 IN/NAK],
54096,00:29.433.816,98.93 us,,,,,[5 IN/NAK],
54097,00:29.433.937,84.93 us,,,,,[4 IN/NAK],
54098,00:29.434.061,98.87 us,,,,,[5 IN/NAK],
54099,00:29.434.186,103.68 us,,,,,[5 IN/NAK],
54100,00:29.434.315,103.95 us,,,,,[5 IN/NAK],
54101,00:29.434.445,77.98 us,,,,,[4 IN/NAK],
54102,00:29.434.560,98.85 us,,,,,[5 IN/NAK],
54103,00:29.434.685,103.65 us,,,,,[5 IN/NAK],
54104,00:29.434.814,98.93 us,,,,,[5 IN/NAK],
54105,00:29.434.935,84.92 us,,,,,[4 IN/NAK],
54106,00:29.435.059,98.92 us,,,,,[5 IN/NAK],
54107,00:29.435.184,103.65 us,,,,,[5 IN/NAK],
54108,00:29.435.314,103.93 us,,,,,[5 IN/NAK],
54109,00:29.435.443,78.00 us,,,,,[4 IN/NAK],
54110,00:29.435.558,98.85 us,,,,,[5 IN/NAK],
54111,00:29.435.683,103.67 us,,,,,[5 IN/NAK],
54112,00:29.435.813,98.97 us,,,,,[5 IN/NAK],
54113,00:29.435.934,84.02 us,,,,,[4 IN/NAK],
54114,00:29.436.057,98.88 us,,,,,[5 IN/NAK],
54115,00:29.436.182,103.65 us,,,,,[5 IN/NAK],
54116,00:29.436.312,103.93 us,,,,,[5 IN/NAK],
54117,00:29.436.441,78.03 us,,,,,[4 IN/NAK],
54118,00:29.436.556,98.83 us,,,,,[5 IN/NAK],
54119,00:29.436.681,103.67 us,,,,,[5 IN/NAK],
54120,00:29.436.811,98.98 us,,,,,[5 IN/NAK],
54121,00:29.436.932,84.88 us,,,,,[4 IN/NAK],
54122,00:29.437.055,98.87 us,,,,,[5 IN/NAK],
54123,00:29.437.180,103.70 us,,,,,[5 IN/NAK],
54124,00:29.437.310,103.92 us,,,,,[5 IN/NAK],
54125,00:29.437.440,77.98 us,,,,,[4 IN/NAK],
54126,00:29.437.554,98.85 us,,,,,[5 IN/NAK],
54127,00:29.437.679,103.67 us,,,,,[5 IN/NAK],
54128,00:29.437.809,98.97 us,,,,,[5 IN/NAK],
54129,00:29.437.930,84.90 us,,,,,[4 IN/NAK],
54130,00:29.438.053,98.83 us,,,,,[5 IN/NAK],
54131,00:29.438.178,103.70 us,,,,,[5 IN/NAK],
54132,00:29.438.308,103.92 us,,,,,[5 IN/NAK],
54133,00:29.438.438,77.98 us,,,,,[4 IN/NAK],
54134,00:29.438.553,98.87 us,,,,,[5 IN/NAK],
54135,00:29.438.677,103.68 us,,,,,[5 IN/NAK],
54136,00:29.438.807,98.97 us,,,,,[5 IN/NAK],
54137,00:29.438.928,84.92 us,,,,,[4 IN/NAK],
54138,00:29.439.052,98.88 us,,,,,[5 IN/NAK],
54139,00:29.439.177,103.70 us,,,,,[5 IN/NAK],
54140,00:29.439.306,103.95 us,,,,,[5 IN/NAK],
54141,00:29.439.436,77.98 us,,,,,[4 IN/NAK],
54142,00:29.439.551,98.88 us,,,,,[5 IN/NAK],
54143,00:29.439.676,103.67 us,,,,,[5 IN/NAK],
54144,00:29.439.805,98.93 us,,,,,[5 IN/NAK],
54145,00:29.439.926,84.92 us,,,,,[4 IN/NAK],
54146,00:29.440.050,98.85 us,,,,,[5 IN/NAK],
54147,00:29.440.175,103.68 us,,,,,[5 IN/NAK],
54148,00:29.440.304,103.98 us,,,,,[5 IN/NAK],
54149,00:29.440.434,77.97 us,,,,,[4 IN/NAK],
54150,00:29.440.549,98.88 us,,,,,[5 IN/NAK],
54151,00:29.440.674,103.68 us,,,,,[5 IN/NAK],
54152,00:29.440.803,98.95 us,,,,,[5 IN/NAK],
54153,00:29.440.924,84.92 us,,,,,[4 IN/NAK],
54154,00:29.441.048,98.87 us,,,,,[5 IN/NAK],
54155,00:29.441.173,103.65 us,,,,,[5 IN/NAK],
54156,00:29.441.302,103.97 us,,,,,[5 IN/NAK],
54157,00:29.441.432,77.98 us,,,,,[4 IN/NAK],
54158,00:29.441.547,98.87 us,,,,,[5 IN/NAK],
54159,00:29.441.672,103.68 us,,,,,[5 IN/NAK],
54160,00:29.441.802,98.93 us,,,,,[5 IN/NAK],
54161,00:29.441.922,84.92 us,,,,,[4 IN/NAK],
54162,00:29.442.046,98.85 us,,,,,[5 IN/NAK],
54163,00:29.442.171,103.63 us,,,,,[5 IN/NAK],
54164,00:29.442.301,103.95 us,,,,,[5 IN/NAK],
54165,00:29.442.430,78.02 us,,,,,[4 IN/NAK],
54166,00:29.442.545,98.88 us,,,,,[5 IN/NAK],
54167,00:29.442.670,103.68 us,,,,,[5 IN/NAK],
54168,00:29.442.800,98.92 us,,,,,[5 IN/NAK],
54169,00:29.442.920,84.90 us,,,,,[4 IN/NAK],
54170,00:29.443.044,98.88 us,,,,,[5 IN/NAK],
54171,00:29.443.169,103.70 us,,,,,[5 IN/NAK],
54172,00:29.443.299,103.95 us,,,,,[5 IN/NAK],
54173,00:29.443.428,78.00 us,,,,,[4 IN/NAK],
54174,00:29.443.543,98.85 us,,,,,[5 IN/NAK],
54175,00:29.443.668,103.68 us,,,,,[5 IN/NAK],
54176,00:29.443.798,98.95 us,,,,,[5 IN/NAK],
54177,00:29.443.920,84.02 us,,,,,[4 IN/NAK],
54178,00:29.444.042,98.85 us,,,,,[5 IN/NAK],
54179,00:29.444.167,103.65 us,,,,,[5 IN/NAK],
54180,00:29.444.297,103.95 us,,,,,[5 IN/NAK],
54181,00:29.444.427,78.00 us,,,,,[4 IN/NAK],
54182,00:29.444.542,98.85 us,,,,,[5 IN/NAK],
54183,00:29.444.666,103.70 us,,,,,[5 IN/NAK],
54184,00:29.444.796,98.97 us,,,,,[5 IN/NAK],
54185,00:29.444.917,84.93 us,,,,,[4 IN/NAK],
54186,00:29.445.041,98.87 us,,,,,[5 IN/NAK],
54187,00:29.445.166,103.68 us,,,,,[5 IN/NAK],
54188,00:29.445.295,103.95 us,,,,,[5 IN/NAK],
54189,00:29.445.425,77.98 us,,,,,[4 IN/NAK],
54190,00:29.445.540,98.85 us,,,,,[5 IN/NAK],
54191,00:29.445.665,103.67 us,,,,,[5 IN/NAK],
54192,00:29.445.794,98.97 us,,,,,[5 IN/NAK],
54193,00:29.445.915,84.88 us,,,,,[4 IN/NAK],
54194,00:29.446.039,98.85 us,,,,,[5 IN/NAK],
54195,00:29.446.164,103.67 us,,,,,[5 IN/NAK],
54196,00:29.446.293,103.93 us,,,,,[5 IN/NAK],
54197,00:29.446.423,77.98 us,,,,,[4 IN/NAK],
54198,00:29.446.538,98.90 us,,,,,[5 IN/NAK],
54199,00:29.446.663,103.65 us,,,,,[5 IN/NAK],
54200,00:29.446.792,98.95 us,,,,,[5 IN/NAK],
54201,00:29.446.913,84.90 us,,,,,[4 IN/NAK],
54202,00:29.447.037,98.85 us,,,,,[5 IN/NAK],
54203,00:29.447.162,103.70 us,,,,,[5 IN/NAK],
54204,00:29.447.291,103.97 us,,,,,[5 IN/NAK],
54205,00:29.447.421,78.00 us,,,,,[4 IN/NAK],
54206,00:29.447.536,98.88 us,,,,,[5 IN/NAK],
54207,00:29.447.661,103.67 us,,,,,[5 IN/NAK],
54208,00:29.447.790,98.95 us,,,,,[5 IN/NAK],
54209,00:29.447.911,84.92 us,,,,,[4 IN/NAK],
54210,00:29.448.035,98.87 us,,,,,[5 IN/NAK],
54211,00:29.448.160,103.70 us,,,,,[5 IN/NAK],
54212,00:29.448.289,103.93 us,,,,,[5 IN/NAK],
54213,00:29.448.419,77.97 us,,,,,[4 IN/NAK],
54214,00:29.448.534,98.90 us,,,,,[5 IN/NAK],
54215,00:29.448.659,103.65 us,,,,,[5 IN/NAK],
54216,00:29.448.789,98.93 us,,,,,[5 IN/NAK],
54217,00:29.448.909,84.93 us,,,,,[4 IN/NAK],
54218,00:29.449.033,98.85 us,,,,,[5 IN/NAK],
54219,00:29.449.158,103.67 us,,,,,[5 IN/NAK],
54220,00:29.449.288,103.95 us,,,,,[5 IN/NAK],
54221,00:29.449.417,77.97 us,,,,,[4 IN/NAK],
54222,00:29.449.532,98.87 us,,,,,[5 IN/NAK],
54223,00:29.449.657,103.70 us,,,,,[5 IN/NAK],
54224,00:29.449.787,98.92 us,,,,,[5 IN/NAK],
54225,00:29.449.907,84.93 us,,,,,[4 IN/NAK],
54226,00:29.450.031,98.90 us,,,,,[5 IN/NAK],
54227,00:29.450.156,103.67 us,,,,,[5 IN/NAK],
54228,00:29.450.286,103.95 us,,,,,[5 IN/NAK],
54229,00:29.450.415,77.98 us,,,,,[4 IN/NAK],
54230,00:29.450.530,98.87 us,,,,,[5 IN/NAK],
54231,00:29.450.655,103.68 us,,,,,[5 IN/NAK],
54232,00:29.450.785,98.93 us,,,,,[5 IN/NAK],
54233,00:29.450.906,84.92 us,,,,,[4 IN/NAK],
54234,00:29.451.029,98.88 us,,,,,[5 IN/NAK],
54235,00:29.451.154,103.65 us,,,,,[5 IN/NAK],
54236,00:29.451.284,103.98 us,,,,,[5 IN/NAK],
54237,00:29.451.414,78.03 us,,,,,[4 IN/NAK],
54238,00:29.451.529,98.83 us,,,,,[5 IN/NAK],
54239,00:29.451.654,103.68 us,,,,,[5 IN/NAK],
54240,00:29.451.783,98.97 us,,,,,[5 IN/NAK],
54241,00:29.451.905,84.02 us,,,,,[4 IN/NAK],
54242,00:29.452.028,98.88 us,,,,,[5 IN/NAK],
54243,00:29.452.153,103.67 us,,,,,[5 IN/NAK],
54244,00:29.452.282,103.95 us,,,,,[5 IN/NAK],
54245,00:29.452.412,78.00 us,,,,,[4 IN/NAK],
54246,00:29.452.527,98.85 us,,,,,[5 IN/NAK],
54247,00:29.452.652,103.68 us,,,,,[5 IN/NAK],
54248,00:29.452.781,98.97 us,,,,,[5 IN/NAK],
54249,00:29.452.902,84.87 us,,,,,[4 IN/NAK],
54250,00:29.453.026,98.87 us,,,,,[5 IN/NAK],
54251,00:29.453.151,103.67 us,,,,,[5 IN/NAK],
54252,00:29.453.280,103.95 us,,,,,[5 IN/NAK],
54253,00:29.453.410,77.98 us,,,,,[4 IN/NAK],
54254,00:29.453.525,98.85 us,,,,,[5 IN/NAK],
54255,00:29.453.650,103.70 us,,,,,[5 IN/NAK],
54256,00:29.453.779,98.98 us,,,,,[5 IN/NAK],
54257,00:29.453.900,84.87 us,,,,,[4 IN/NAK],
54258,00:29.454.024,98.87 us,,,,,[5 IN/NAK],
54259,00:29.454.149,103.70 us,,,,,[5 IN/NAK],
54260,00:29.454.278,103.95 us,,,,,[5 IN/NAK],
54261,00:29.454.408,77.98 us,,,,,[4 IN/NAK],
54262,00:29.454.523,98.88 us,,,,,[5 IN/NAK],
54263,00:29.454.648,103.68 us,,,,,[5 IN/NAK],
54264,00:29.454.778,98.95 us,,,,,[5 IN/NAK],
54265,00:29.454.898,84.92 us,,,,,[4 IN/NAK],
54266,00:29.455.022,98.88 us,,,,,[5 IN/NAK],
54267,00:29.455.147,103.67 us,,,,,[5 IN/NAK],
54268,00:29.455.277,103.92 us,,,,,[5 IN/NAK],
54269,00:29.455.406,78.00 us,,,,,[4 IN/NAK],
54270,00:29.455.521,98.88 us,,,,,[5 IN/NAK],
54271,00:29.455.646,103.68 us,,,,,[5 IN/NAK],
54272,00:29.455.776,98.90 us,,,,,[5 IN/NAK],
54273,00:29.455.897,84.90 us,,,,,[4 IN/NAK],
54274,00:29.456.020,98.88 us,,,,,[5 IN/NAK],
54275,00:29.456.145,103.68 us,,,,,[5 IN/NAK],
54276,00:29.456.275,103.95 us,,,,,[5 IN/NAK],
54277,00:29.456.405,78.02 us,,,,,[4 IN/NAK],
54278,00:29.456.519,98.88 us,,,,,[5 IN/NAK],
54279,00:29.456.644,103.68 us,,,,,[5 IN/NAK],
54280,00:29.456.774,98.92 us,,,,,[5 IN/NAK],
54281,00:29.456.895,84.92 us,,,,,[4 IN/NAK],
54282,00:29.457.018,98.80 us,,,,,[5 IN/NAK],
54283,00:29.457.143,103.67 us,,,,,[5 IN/NAK],
54284,00:29.457.273,103.95 us,,,,,[5 IN/NAK],
54285,00:29.457.403,77.97 us,,,,,[4 IN/NAK],
54286,00:29.457.517,98.90 us,,,,,[5 IN/NAK],
54287,00:29.457.642,103.68 us,,,,,[5 IN/NAK],
54288,00:29.457.772,98.95 us,,,,,[5 IN/NAK],
54289,00:29.457.893,84.93 us,,,,,[4 IN/NAK],
54290,00:29.458.017,98.83 us,,,,,[5 IN/NAK],
54291,00:29.458.141,103.65 us,,,,,[5 IN/NAK],
54292,00:29.458.271,103.98 us,,,,,[5 IN/NAK],
54293,00:29.458.401,77.97 us,,,,,[4 IN/NAK],
54294,00:29.458.516,98.85 us,,,,,[5 IN/NAK],
54295,00:29.458.641,103.67 us,,,,,[5 IN/NAK],
54296,00:29.458.770,98.93 us,,,,,[5 IN/NAK],
54297,00:29.458.891,84.93 us,,,,,[4 IN/NAK],
54298,00:29.459.015,98.85 us,,,,,[5 IN/NAK],
54299,00:29.459.140,103.63 us,,,,,[5 IN/NAK],
54300,00:29.459.269,104.00 us,,,,,[5 IN/NAK],
54301,00:29.459.399,77.95 us,,,,,[4 IN/NAK],
54302,00:29.459.514,98.85 us,,,,,[5 IN/NAK],
54303,00:29.459.639,103.67 us,,,,,[5 IN/NAK],
54304,00:29.459.768,98.93 us,,,,,[5 IN/NAK],
54305,00:29.459.890,84.02 us,,,,,[4 IN/NAK],
54306,00:29.460.013,98.88 us,,,,,[5 IN/NAK],
54307,00:29.460.138,103.68 us,,,,,[5 IN/NAK],
54308,00:29.460.267,103.95 us,,,,,[5 IN/NAK],
54309,00:29.460.397,77.97 us,,,,,[4 IN/NAK],
54310,00:29.460.512,98.83 us,,,,,[5 IN/NAK],
54311,00:29.460.637,103.68 us,,,,,[5 IN/NAK],
54312,00:29.460.766,98.97 us,,,,,[5 IN/NAK],
54313,00:29.460.887,84.90 us,,,,,[4 IN/NAK],
54314,00:29.461.011,98.90 us,,,,,[5 IN/NAK],
54315,00:29.461.136,103.65 us,,,,,[5 IN/NAK],
54316,00:29.461.265,103.93 us,,,,,[5 IN/NAK],
54317,00:29.461.395,78.00 us,,,,,[4 IN/NAK],
54318,00:29.461.510,98.87 us,,,,,[5 IN/NAK],
54319,00:29.461.635,103.67 us,,,,,[5 IN/NAK],
54320,00:29.461.764,98.98 us,,,,,[5 IN/NAK],
54321,00:29.461.885,84.92 us,,,,,[4 IN/NAK],
